EquipToolItemID,ToolRoomID
5010001815,300000000000
5011001842,300000000000
7001002357,300000000000
7002002393,300000000000
7003002429,300000000000
7004002465,300000000000
8006002745,300000000000
9001002772,300000000000
9002002799,300000000000
9002002826,300000000000
9003002853,300000000000
9004002880,300000000000
9005002907,300000000000
9006002934,300000000000
9007002961,300000000000
9008002988,300000000000
10001003015,300000000000
10002003042,300000000000
11001003069,300000000000
11002003096,300000000000
11002003123,300000000000
12001003150,300000000000
12001003177,300000000000
12002003204,300000000000
12002003231,300000000000
12002003258,300000000000
12004003285,300000000000
13003003484,300000000000
17001003778,300000000000
17001003805,300000000000
17002003832,300000000000
17003003859,300000000000
18003003886,300000000000
19003003913,300000000000
19003003940,300000000000
20002003967,300000000000
20002003994,300000000000
28005004396,300000000000
30002004622,300000000000
31006004807,300000000000
4017001416,300000000000
4018001475,300000000000
5001001534,300000000000
5003001593,300000000000
5004001652,300000000000
5006001711,300000000000
5008001756,300000000000
5012001883,300000000000
5014001942,300000000000
5016001996,300000000000
5018002050,300000000000
5020002127,300000000000
6002002195,300000000000
6002002249,300000000000
6003002303,300000000000
7006002501,300000000000
7006002578,300000000000
7008002632,300000000000
8001002691,300000000000
12007003335,300000000000
13001003380,300000000000
13002003425,300000000000
13003003511,300000000000
15004003593,300000000000
15007003661,300000000000
20006004053,300000000000
20007004098,300000000000
23001004143,300000000000
25001004202,300000000000
25007004247,300000000000
26002004292,300000000000
27002004351,300000000000
28008004423,300000000000
28019004495,300000000000
30001004554,300000000000
30008004667,300000000000
30013004721,300000000000
35001004969,300000000000
41002005086,300000000000
50003005199,300000000000
50016005298,300000000000
31002004766,300000000000
31009004834,300000000000
38001005014,300000000000
38002005023,300000000000
39001005032,300000000000
39002005041,300000000000
39003005050,300000000000
39005005059,300000000000
39006005068,300000000000
39008005077,300000000000
46002005145,300000000000
5014001943,300000000000
5016001997,300000000000
5018002051,300000000000
5020002104,300000000000
6002002172,300000000000
6002002196,300000000000
6002002250,300000000000
6003002304,300000000000
7001002358,300000000000
7002002394,300000000000
7003002430,300000000000
7004002466,300000000000
7006002502,300000000000
7006002555,300000000000
7007002579,300000000000
8001002692,300000000000
12004003312,300000000000
13003003512,300000000000
15004003594,300000000000
15007003662,300000000000
16001003715,300000000000
16001003724,300000000000
16001003733,300000000000
16001003742,300000000000
17001003751,300000000000
17001003760,300000000000
20003004021,300000000000
20004004030,300000000000
28014004468,300000000000
28016004477,300000000000
28017004486,300000000000
30002004613,300000000000
31003004775,300000000000
31003004784,300000000000
32004004861,300000000000
32005004870,300000000000
32007004879,300000000000
33001004888,300000000000
33003004897,300000000000
50010005244,300000000000
50012005253,300000000000
50013005262,300000000000
50015005271,300000000000
50015005280,300000000000
50016005299,300000000000
50016005300,300000000000
50016005301,300000000000
30006004649,300000000000
30007004658,300000000000
30011004712,300000000000
32002004852,300000000000
47001005154,300000000000
47002005163,300000000000
48001005172,300000000000
49002005181,300000000000
50001005190,300000000000
4017001417,300000000000
4018001476,300000000000
5001001535,300000000000
5003001594,300000000000
5005001653,300000000000
5006001712,300000000000
5008001757,300000000000
5012001884,300000000000
5014001944,300000000000
5016001998,300000000000
5018002052,300000000000
5020002128,300000000000
6002002197,300000000000
6002002251,300000000000
6003002305,300000000000
7006002503,300000000000
7007002580,300000000000
7008002633,300000000000
8002002693,300000000000
12007003336,300000000000
13001003381,300000000000
13002003426,300000000000
13003003513,300000000000
15004003595,300000000000
15008003663,300000000000
20006004054,300000000000
20007004099,300000000000
23001004144,300000000000
25002004203,300000000000
25007004248,300000000000
26002004293,300000000000
27002004352,300000000000
28008004424,300000000000
28019004496,300000000000
30001004555,300000000000
30008004668,300000000000
30013004722,300000000000
35001004970,300000000000
41002005087,300000000000
50003005200,300000000000
4017001418,300000000000
4018001477,300000000000
5001001536,300000000000
5003001595,300000000000
5005001654,300000000000
5007001713,300000000000
5008001758,300000000000
5012001885,300000000000
5014001945,300000000000
5016001999,300000000000
5018002053,300000000000
5020002129,300000000000
6002002198,300000000000
6002002252,300000000000
6003002306,300000000000
7006002504,300000000000
7007002581,300000000000
7008002634,300000000000
8002002694,300000000000
12007003337,300000000000
13001003382,300000000000
13002003427,300000000000
13003003514,300000000000
15004003596,300000000000
15008003664,300000000000
20006004055,300000000000
20007004100,300000000000
23001004145,300000000000
25002004204,300000000000
25007004249,300000000000
26002004294,300000000000
28001004353,300000000000
28009004425,300000000000
28019004497,300000000000
30001004556,300000000000
30008004669,300000000000
30013004723,300000000000
35001004971,300000000000
41002005088,300000000000
50003005201,300000000000
4017001419,300000000000
4018001478,300000000000
5001001537,300000000000
5003001596,300000000000
5005001655,300000000000
5007001714,300000000000
5008001759,300000000000
5012001886,300000000000
5014001946,300000000000
5016002000,300000000000
5018002054,300000000000
5020002130,300000000000
6002002199,300000000000
6002002253,300000000000
7001002307,300000000000
7006002505,300000000000
7007002582,300000000000
7008002635,300000000000
8002002695,300000000000
12007003338,300000000000
13001003383,300000000000
13002003428,300000000000
13003003515,300000000000
15004003597,300000000000
15008003665,300000000000
20006004056,300000000000
20007004101,300000000000
23001004146,300000000000
25002004205,300000000000
25007004250,300000000000
26002004295,300000000000
28001004354,300000000000
28009004426,300000000000
28019004498,300000000000
30001004557,300000000000
30008004670,300000000000
30013004724,300000000000
35001004972,300000000000
41002005089,300000000000
50003005202,300000000000
5010001816,300000000000
5011001843,300000000000
7001002359,300000000000
7002002395,300000000000
7003002431,300000000000
7004002467,300000000000
8006002746,300000000000
9001002773,300000000000
9002002800,300000000000
9003002827,300000000000
9003002854,300000000000
9004002881,300000000000
9005002908,300000000000
9006002935,300000000000
9007002962,300000000000
9008002989,300000000000
10001003016,300000000000
10003003043,300000000000
11001003070,300000000000
11002003097,300000000000
11002003124,300000000000
12001003151,300000000000
12001003178,300000000000
12002003205,300000000000
12002003232,300000000000
12002003259,300000000000
12004003286,300000000000
13003003485,300000000000
17001003779,300000000000
17001003806,300000000000
17003003833,300000000000
17003003860,300000000000
18003003887,300000000000
19003003914,300000000000
19003003941,300000000000
20002003968,300000000000
20002003995,300000000000
28005004397,300000000000
30002004623,300000000000
31006004808,300000000000
5010001817,300000000000
5011001844,300000000000
7001002360,300000000000
7002002396,300000000000
7003002432,300000000000
7004002468,300000000000
8006002747,300000000000
9001002774,300000000000
9002002801,300000000000
9003002828,300000000000
9003002855,300000000000
9004002882,300000000000
9005002909,300000000000
9006002936,300000000000
9007002963,300000000000
9008002990,300000000000
10001003017,300000000000
10003003044,300000000000
11001003071,300000000000
11002003098,300000000000
11002003125,300000000000
12001003152,300000000000
12001003179,300000000000
12002003206,300000000000
12002003233,300000000000
12002003260,300000000000
12004003287,300000000000
13003003486,300000000000
17001003780,300000000000
17001003807,300000000000
17003003834,300000000000
17003003861,300000000000
18003003888,300000000000
19003003915,300000000000
19003003942,300000000000
20002003969,300000000000
20002003996,300000000000
28005004398,300000000000
30002004624,300000000000
31006004809,300000000000
50016005302,300000000000
4017001420,300000000000
4018001479,300000000000
5001001538,300000000000
5003001597,300000000000
5005001656,300000000000
5007001715,300000000000
5008001760,300000000000
5012001887,300000000000
5014001947,300000000000
5016002001,300000000000
5018002055,300000000000
5020002131,300000000000
6002002200,300000000000
6002002254,300000000000
7001002308,300000000000
7006002506,300000000000
7007002583,300000000000
7008002636,300000000000
8002002696,300000000000
12007003339,300000000000
13001003384,300000000000
13002003429,300000000000
13003003516,300000000000
15004003598,300000000000
15008003666,300000000000
20006004057,300000000000
20007004102,300000000000
23001004147,300000000000
25002004206,300000000000
25007004251,300000000000
26002004296,300000000000
28001004355,300000000000
28009004427,300000000000
29001004499,300000000000
